"year","Group","discard_mt","dead_discard_mt","landed_mt","catch","gemm_discard_rate","gemm_dead_discard_rate","prop_discard","prop_landed","prop_catch"
2008,"Non-Catch Shares-Fixed Gear",5.465233374,3.257920005,0.068946748,3.326866753,0.987541650889548,0.979275771132755,0.39138407856395,0.054166462701395,0.364320642598853
2008,"Non-Catch Shares-Recreational",8.425598328,4.527881415,0.843765048,5.371646463,0.908972707857731,0.84292245332751,0.603385951209745,0.662885042833823,0.588241680989865
2008,"Non-Catch Shares-Trawl",0.073030584,0.073030584,0.360156037,0.433186622,0.168589195648312,0.168589195648312,0.00522997022630477,0.282948494464782,0.047437676411282
2009,"Non-Catch Shares-Fixed Gear",1.998151742,1.504737652,0.031502314,1.536239966,0.984478973691662,0.979493884616201,0.135288836630216,0.0201026943774354,0.158460890216525
2009,"Non-Catch Shares-Recreational",12.749064414,6.60064299,1.180214618,7.780857607,0.915270947240796,0.8483181832313,0.863200755197573,0.753134952735081,0.802584004023522
2009,"Non-Catch Shares-Trawl",0.02230801,0.02230801,0.355352308,0.377660319,0.059068980607065,0.059068980607065,0.00151040817221139,0.226762352887483,0.0389551057599531
2010,"Non-Catch Shares-Fixed Gear",0.449629431,0.375424437,0.001814388,0.377238825,0.995980921825402,0.995190346592772,0.0457500896660106,0.00228197019410525,0.0603099184805668
2010,"Non-Catch Shares-Recreational",9.267681768,4.973847894,0.346117744,5.319965637,0.963997819637494,0.934939853459257,0.942992701654469,0.43531503485415,0.850513448309268
2010,"Non-Catch Shares-Trawl",0.110635244,0.110635244,0.447165019,0.557800262,0.198342043449341,0.198342043449341,0.0112572086795203,0.562402994951745,0.0891766332101654
2011,"Catch Shares-Fixed Gear",0,0,0.012700717,0.012700717,0,0,0,0.0230652739969713,0.00147213156935669
2011,"Catch Shares-Trawl",0.006361297,0.006361297,0.040370135,0.046731432,0.136124589548208,0.136124589548208,0.000474736185890065,0.0733146187785871,0.00541660886770766
2011,"Non-Catch Shares-Fixed Gear",1.87572996,1.025231211,0.006803955,1.032035166,0.996385746389063,0.993407245000797,0.139983542188036,0.0123563958112021,0.119622502300844
2011,"Non-Catch Shares-Recreational",11.515424461,7.043067851,0.432253541,7.47532139,0.963821125667461,0.94217592551103,0.859382715116163,0.78499870198872,0.866459476996954
2011,"Non-Catch Shares-Trawl",0.002130631,0.002130631,0.058514016,0.060644647,0.0351330431521846,0.0351330431521846,0.000159006509911286,0.10626500942452,0.00702928026513719
2012,"Catch Shares-Trawl",0,0,0.034473374,0.034473374,0,0,0,0.0522508893426095,0.00320074276971786
2012,"Non-Catch Shares-Fixed Gear",4.587994343,2.207215277,0.006803955,2.214019232,0.998519204857597,0.996926876288309,0.235090439130847,0.0103126749298486,0.205564620650137
2012,"Non-Catch Shares-Recreational",14.927093063,7.902665705,0.467894722,8.370560427,0.969607333988541,0.944102342240937,0.764869483433817,0.709182551821386,0.77717982478903
2012,"Non-Catch Shares-Trawl",0.000782146,0.000782146,0.150594212,0.151376358,0.00516689666955787,0.00516689666955787,4.00774353362003e-05,0.228253883906155,0.0140548117911152
2013,"Catch Shares-Fixed Gear",0,0,0.006803955,0.006803955,0,0,0,0.00888057190478192,0.000710071571903681
2013,"Catch Shares-Trawl",0.001062181,0.001062181,0.051710061,0.052772242,0.0201276458938394,0.0201276458938394,5.80028570051431e-05,0.0674923503919645,0.00550739515911282
2013,"Non-Catch Shares-Fixed Gear",5.121842707,2.642013663,0.009480178,2.651493841,0.998152488507844,0.996424589846898,0.279690100027167,0.0123735977676413,0.276714116946952
2013,"Non-Catch Shares-Recreational",13.189658576,6.172831637,0.335289991,6.508121628,0.975209518221897,0.948481296115076,0.720251897115828,0.437622952243097,0.679197930399937
2013,"Non-Catch Shares-Trawl",0,0,0.36287762,0.36287762,0,0,0,0.473630527692515,0.0378704859220948
2014,"Catch Shares-Fixed Gear",0,0,0.015875896,0.015875896,0,0,0,0.0209975321521858,0.00184645665836923
2014,"Catch Shares-Trawl",0.000473474,0.000473474,0.08074027,0.081213744,0.00582997380344883,0.00582997380344883,3.05782849407079e-05,0.106787447795145,0.00944561858807176
2014,"Non-Catch Shares-Fixed Gear",2.146125774,1.381065162,0.00766579,1.388730952,0.996440793005168,0.994480003496026,0.138602849229248,0.0101388086692495,0.161517278332123
2014,"Non-Catch Shares-Recreational",13.336407078,6.459422543,0.276677205,6.736099748,0.979675641518982,0.958926201310759,0.861302744641431,0.365934527900938,0.78344656774861
2014,"Non-Catch Shares-Trawl",0.00098831,0.00098831,0.375124739,0.376113049,0.00262769399420651,0.00262769399420651,6.38278443795245e-05,0.496141683482481,0.0437440786728259
2015,"Catch Shares-Fixed Gear",0,0,0.005896761,0.005896761,0,0,0,0.00521716721606628,0.00049316120525655
2015,"Catch Shares-Trawl",0.000485047,0.000485047,0.029030209,0.029515256,0.0164337724192533,0.0164337724192533,2.29693129401864e-05,0.0256845164100007,0.0024684363538586
2015,"Non-Catch Shares-Fixed Gear",4.329250601,2.622660361,0,2.622660361,1,1,0.205010879050605,0,0.219339794271692
2015,"Non-Catch Shares-Recreational",16.787439309,8.203659359,0.456215893,8.659875253,0.973542970579284,0.947318422064494,0.794966151636454,0.403637624181818,0.724247517771341
2015,"Non-Catch Shares-Trawl",0,0,0.639118207,0.639118207,0,0,0,0.565460692192114,0.0534510903978515
2016,"Catch Shares-Fixed Gear",0,0,0.003628776,0.003628776,0,0,0,0.00656488220579894,0.00040103276132118
2016,"Catch Shares-Trawl",0.000530185,0.000530185,0.043998911,0.044529096,0.0119064846948611,0.0119064846948611,3.34904952807372e-05,0.0795992003635472,0.00492111564009901
2016,"Non-Catch Shares-Fixed Gear",2.251717992,1.473194184,0,1.473194184,1,1,0.142235541904481,0,0.162809479442055
2016,"Non-Catch Shares-Recreational",13.578027309,7.021463371,0.293751791,7.315215162,0.978823783965822,0.959843725099716,0.857690918290382,0.531431509042573,0.808438144452958
2016,"Non-Catch Shares-Trawl",0.000634017,0.000634017,0.211376213,0.21201023,0.00299050192059128,0.00299050192059128,4.00493098567617e-05,0.382404408388081,0.0234302277035669
2017,"Catch Shares-Fixed Gear",0,0,0.014968702,0.014968702,0,0,0,0.00793304975611036,0.000813779119607135
2017,"Catch Shares-Trawl",0.007846291,0.007846291,0.142429466,0.150275756,0.0522126200302554,0.0522126200302554,0.000223886953784989,0.0754841696036322,0.00816979805035711
2017,"Non-Catch Shares-Fixed Gear",7.971837742,5.555157898,0.098516737,5.653674635,0.987792762107742,0.982574742382571,0.227469318704161,0.0522114861015096,0.307364150012171
2017,"Non-Catch Shares-Recreational",27.065761288,10.943851176,1.000917451,11.944768627,0.964337873379754,0.916204534197714,0.772297490195304,0.530462022728634,0.649381843341592
2017,"Non-Catch Shares-Trawl",0.000326071,0.000326071,0.630046267,0.630372338,0.000517267304327684,0.000517267304327684,9.30414675005365e-06,0.333909271810114,0.034270429476272
2018,"Catch Shares-Fixed Gear",0.001814388,0.001814388,0.000907194,0.002721582,0.666666666666667,0.666666666666667,5.30592088955444e-05,0.000425095092859568,0.000159702156878112
2018,"Catch Shares-Trawl",0.011123782,0.011123782,0.104780912,0.115904694,0.0959735245925415,0.0959735245925415,0.000325299259500447,0.0490984855681918,0.0068012757374562
2018,"Non-Catch Shares-Fixed Gear",6.06969699,3.82480857,0.013970788,3.838779358,0.997703558361533,0.996360617087595,0.177499697156874,0.00654646461747029,0.225259185007754
2018,"Non-Catch Shares-Recreational",28.108641295,11.065509545,1.1340059,12.199515445,0.961220819290468,0.907045004769859,0.821997428466971,0.531375145077897,0.715866334152098
2018,"Non-Catch Shares-Trawl",0.004257888,0.004257888,0.880431824,0.884689712,0.00481286030824783,0.00481286030824783,0.000124515907758336,0.412554809643581,0.0519135029458143
2019,"Catch Shares-Trawl",0.028884212,0.028884212,0.488050802,0.516935016,0.0558759055156593,0.0558759055156593,0.000594138281285428,0.171373169360744,0.0181163687020741
2019,"Non-Catch Shares-Fixed Gear",14.224185695,11.786877132,0.023410505,11.810287637,0.998356880369757,0.998017787058238,0.292586595109885,0.00822031727382663,0.413900236368277
2019,"Non-Catch Shares-Recreational",34.3615739,13.869837868,1.124410831,14.994248699,0.968313945927567,0.925010525464007,0.706805726921276,0.394823340075195,0.525484498890433
2019,"Non-Catch Shares-Trawl",0.000658236,0.000658236,1.212011249,1.212669485,0.000542799178293828,0.000542799178293828,1.35396875538857e-05,0.425583173290234,0.0424988960392156
2020,"Catch Shares-Fixed Gear",0,0,0.001814388,0.001814388,0,0,0,0.000845762882869872,0.000110371913890862
2020,"Catch Shares-Trawl",0.054914086,0.054914086,0.355405655,0.410319741,0.133832425089194,0.133832425089194,0.00143797547338622,0.165669587409669,0.0249603586010119
2020,"Non-Catch Shares-Fixed Gear",9.703042031,6.862836746,0.006408509,6.869245255,0.999339972022763,0.999067072325692,0.254083013560739,0.00298727672732487,0.417866380167898
2020,"Non-Catch Shares-Recreational",28.430515812,7.375837235,0.604555113,7.980392348,0.97917845234263,0.924244938514645,0.744479010965875,0.281808673351346,0.485459106348119
2020,"Non-Catch Shares-Trawl",0,0,1.177084278,1.177084278,0,0,0,0.54868869962879,0.0716037829690802
2021,"Catch Shares-Trawl",0.04441837,0.04441837,0.4114125,0.455830871,0.0974448483491256,0.0974448483491256,0.00139574672409911,0.158104168157239,0.0290492530064471
2021,"Non-Catch Shares-Fixed Gear",9.404022813,6.639921655,0.119349225,6.75927088,0.9874677556937,0.982342884740255,0.295500128316236,0.0458654268862422,0.430755752679661
2021,"Non-Catch Shares-Recreational",22.374911135,6.40441635,1.076927079,7.481343428,0.954079203976552,0.856051645106212,0.703080930675415,0.41385874272488,0.476772092226488
2021,"Non-Catch Shares-Trawl",0.000738137,0.000738137,0.994472194,0.995210331,0.000741689446951692,0.000741689446951692,2.31942842496549e-05,0.382171662231639,0.0634229020874038
2022,"Catch Shares-Trawl",0.013140666,0.013140666,0.791699809,0.804840475,0.0163270441884772,0.0163270441884772,0.000251214971436746,0.225229893084983,0.0253932957003973
2022,"Non-Catch Shares-Fixed Gear",23.057253314,20.370057837,0.073936315,20.443994152,0.996803609490655,0.996383470155084,0.440794038345265,0.0210340688898001,0.645022715587122
2022,"Non-Catch Shares-Recreational",29.238056925,7.796725929,1.599814663,9.39654059,0.948121754822322,0.829744292877099,0.558954746683298,0.455129686033911,0.296467612122335
2022,"Non-Catch Shares-Trawl",0,0,1.049623514,1.049623514,0,0,0,0.298606351991306,0.0331163765901461
2023,"Catch Shares-Fixed Gear",0,0,0.000907194,0.000907194,0,0,0,8.78869852526587e-05,2.66774417707768e-05
2023,"Catch Shares-Trawl",0.042688346,0.042688346,0.405604622,0.448292967,0.0952242150717831,0.0952242150717831,0.000755160812455749,0.0392940952344529,0.013182747596866
2023,"Non-Catch Shares-Fixed Gear",13.321798318,11.284352158,0.072121926,11.356474085,0.994615323618019,0.993649267768628,0.235663851703051,0.00698701561821986,0.333954673558163
2023,"Non-Catch Shares-Recreational",43.164328518,12.356714599,1.333258088,13.689972686,0.970037519117492,0.902610610080613,0.763580987484494,0.129163149136837,0.402574806683345
2023,"Non-Catch Shares-Trawl",0,0,8.510387372,8.510387372,0,0,0,0.824467853025237,0.250261094719856
