"1950","NTRW",0.8908,0,0,0,3.4908,0,0,0,0,0,0,0,0,0.0309,4.4125
"1950","TRW",0,0,0,0,0,0,0,0,13.3782,0,0,0,0,0,13.3782
"1951","NTRW",0.8266,0,0,0,2.523,0,0,0,0,0,0,0,0,0,3.3496
"1951","TRW",0,0,0,0,0,0,0,0,11.7536,0,0,0,0,0,11.7536
"1952","NTRW",1.6459,0,0,0,1.1833,0,0,0,0,0,0,0,0,0.0012,2.8304
"1952","TRW",0,0,0,0,0,0,0,0,12.0449,0,0,0,0,0,12.0449
"1953","NTRW",0.5577,0,0,0,1.0439,0,0,0,0,0,0,0,0,0,1.6016
"1953","TRW",0,0,0,0,0,0,0,0,9.7181,0,0,0,0,0,9.7181
"1954","NTRW",0.3677,0,0,0,1.6228,0,0,0,0,0,0,0,0,0,1.9905
"1954","TRW",0,0,0,0,0,0,0,0,12.2427,0,0,0,0,0,12.2427
"1955","NTRW",1.0586,0,0,0,1.158,0,0,0,0,0,0,0,0,0,2.2166
"1955","TRW",0,0,0,0,0,0,0,0,12.8222,0,0,0,0,0,12.8222
"1956","NTRW",0.5182,0,0,0,0.9593,0,0,0,0,0,0,0,0,0,1.4775
"1956","TRW",0,0,0,0,0,0,0,0,16.5783,0,0,0,0,0,16.5783
"1957","NTRW",1.1079,0,0,0,2.1046,0,0,0,0,0,0,0,0,0,3.2125
"1957","TRW",0,0,0,0,0,0,0,0,22.6737,0,0,0,0,0,22.6737
"1958","NTRW",0.1086,0,0,0,0.579,0,0,0,0,0,0,0,0,0,0.6876
"1958","TRW",0,0,0,0,0,0,0,0,17.6142,0,0,0,0,0,17.6142
"1959","NTRW",0.3479,0,0,0,1.0143,0,0,0,0,0,0,0,0,0.0012,1.3634
"1959","TRW",0,0,0,0,0,0,0,0,19.2807,0,0,0,0,0,19.2807
"1960","NTRW",0.4417,0,0,0,0.3761,0,0,0,0,0,0,0,0,0,0.8178
"1960","TRW",0,0,0,0,0,0,0,0,24.5014,0,0,0,0,0,24.5014
"1961","NTRW",0.834,0,0,0,1.6059,0,0,0,0,0,0,0,0,0,2.4399
"1961","TRW",0,0,0,0,0,0,0,0,22.1926,0,0,0,0,0,22.1926
"1962","NTRW",0.4614,0,0,0,1.8933,0,0,0,0,0,0,0,0,0,2.3547
"1962","TRW",0,0,0,0,0,0,0,0,25.9257,0,0,0,0,0,25.9257
"1963","NTRW",0.802,0,0,0,1.1453,0,0,0,0,0,0,0,0,0,1.9473
"1963","TRW",0,0,0,0,0,0,0,0,6.3349,0,0,0,0,0,6.3349
"1964","NTRW",0.2788,0,0,0,0.1014,0,0,0,0,0,0,0,0,0,0.3802
"1964","TRW",0,0,0,0,0,0,0.0091,0,1.5463,0,0,0,0,0,1.5554
"1965","NTRW",2.317,0,0,0,0.5536,0,0,0,0,0,0,0,0,0,2.8706
"1965","TRW",0,0,0,0,0,0,0.013,0,67.2812,0,0,0,0,0,67.2942
"1966","NTRW",1.4559,0,0,0,0.5367,0,0,0,0,0,0,0,0,0,1.9926
"1966","TRW",0,0,0,0,0,0,0.0164,0,1.8494,0,0,0,0,0,1.8658
"1967","NTRW",4.1529,0,0,0,1.458,0,0,0,0,0,0,0,0,0,5.6109
"1967","TRW",0,0,0,0,0,0,0.0236,0,5.7147,0,0,0,0,0,5.7383
"1968","NTRW",3.9505,0,0,0,1.0861,0,0,0,0,0,0,0,0,0,5.0366
"1968","TRW",0,0,0,0,0,0,0.0261,0,2.8663,0,0,0,0,0,2.8924
"1969","NTRW",7.7012,0,0,0,3.9007,0,0,0,0,0,0,0,0,0,11.6019
"1969","TRW",0,0,0,0,0,0,0.0263,0,43.7307,0,0,0,0,0,43.757
"1970","NTRW",3.6125,0,0,0,0.6508,0,0,0,0,0,0,0,0,0,4.2633
"1970","TRW",0,0,0,0,0,0,0.03,0,2.0181,0,0,0,0,0,2.0481
"1971","NTRW",8.1848,0,0,0,0.1564,0,0,0,0,0,0,0,0,0,8.3412
"1971","TRW",0,0,0,0,0,0,0.0247,0,9.6007,0,0,0,0,0,9.6254
"1972","NTRW",10.5932,0,0,0,0.262,0,0,0,0,0,0,0,0,0,10.8552
"1972","TRW",0,0,0,0,0,0,0.0474,0,3.9124,0,0,0,0,0,3.9598
"1973","NTRW",11.4321,0,0,0,0.0296,0,0,0,0,0,0,0,0,0,11.4617
"1973","TRW",0,0,0,0,0,0,0.0501,0,3.4721,0,0,0,0,0,3.5222
"1974","NTRW",14.4573,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4573
"1974","TRW",0,0,0,0,0,0,0.0503,0,0.3565,0,0,0,0,0,0.4068
"1975","NTRW",7.5508,0,0,0,0.1014,0,0,0,0,0,0,0,0,0,7.6522
"1975","TRW",0,0,0,0,0,0,0.0347,0,2.1803,0,0,0,0,0,2.215
"1976","NTRW",10.1466,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1466
"1976","TRW",0,0,0,0,0,0,0.0374,0,4.6788,0,0,0,0,0,4.7162
"1977","NTRW",12.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2889
"1977","TRW",0,0,0,0,0,0,0.0349,0,4.8042,0,0,0,0,0,4.8391
"1978","NTRW",14.6831,0,0,0.6164,2.9725,0,0,0,0,0,0,0,0,0,18.272
"1978","TRW",0,0,0,0,0,0,0,0.1129,23.528,0,0,0,0,0,23.6409
"1979","NTRW",8.8813,0,0,8.5906,11.0331,0,0,0,0,0,0,0,0,0,28.505
"1979","TRW",0,0,0,0,0,0.0008,0,0.1404,38.7377,0,0,0,0,0,38.8789
"1980","NTRW",8.6473,0,0,4.6908,2.9199,0,0,0,0,0,0,0,0,0,16.258
"1980","TRW",0,0,0,0,0,1.7663,0,0.137,58.06,0,0,0,0,0,59.9633
"1981","NTRW",5.0592,0,0.0028,4.6759,8.6995,0,0,0,0,0,0,0,0,0,18.4374
"1981","TRW",0,0,0,0,0,0.0028,0,0.1045,87.7259,0,0,0,0,0,87.8332
"1982","NTRW",5.1559,0,0,11.0674,8.8407,0,0,0,0,0,0,0,0,0,25.064
"1982","TRW",0,0,0,0,0,0.0052,0,3.9538,127.5329,0,0,0,0,0,131.4919
"1983","NTRW",5.1562,0,0,25.2563,9.0848,0,0,0,0,0,0,0,0.0011,0,39.4984
"1983","TRW",0,0,0,0,0,0,0,0.0003,103.2837,0,0,0,0,0,103.284
"1984","NTRW",5.5071,0,0,16.3997,6.894,0,0,0,0,0,0,0,0.0117,0,28.8125
"1984","TRW",0,0,0,0,0,0.0462,0.0007,0.0205,53.6776,0,0,0,0,0,53.745
"1985","NTRW",9.4072,0,0,14.5247,12.6746,0,0,0,0,0,0,0,0.0002,0,36.6067
"1985","TRW",0,0,0,0,0,0.0975,0.0012,0.0231,96.2221,0,0,0,0,0,96.3439
"1986","NTRW",11.9538,0,0,9.7107,5.3262,0,0,0,0,0,0,0,0,0,26.9907
"1986","TRW",0,0,0,0,0,0.1281,0.0041,0.1472,29.6178,0,0,0,0,0,29.8972
"1987","NTRW",9.9176,0,0,18.6891,25.0401,0,0,0,0,0,0,0,0,0,53.6468
"1987","TRW",0,0,0,0,0,0.0273,0.0415,0.0181,65.7616,0,0,0,0,0,65.8485
"1988","NTRW",12.2371,0,0,10.2785,0,0,0,0,0,0,0,0,0,0,22.5156
"1988","TRW",0,0,0,0,0,0.0612,0.0011,0.0112,116.6018,0,0,0,0,0,116.6753
"1989","NTRW",10.909,0,0,14.7233,0.2656,0,0,0,0,0,0,0,0,0,25.8979
"1989","TRW",0,0,0,0,0,0.0282,0.0224,0.0041,170.4216,0,0,0,0,0,170.4763
"1990","NTRW",9.3485,0,0,20.8611,29.874,0,0,0,0,0,0,0,0,0,60.0836
"1990","TRW",0,0,0,0,0,0.0437,0.0381,0.0231,61.6803,0,0,0,0,0,61.7852
"1991","NTRW",3.4673,0,0,19.5031,53.3521,0,0,0,0,0,0,0,0,0,76.3225
"1991","TRW",0,0,0,0,0,0.1256,0.015,0.0815,118.6021,0,0,0,0,0,118.8242
"1992","NTRW",5.1405,0,0,30.696,37.1123,0,0,0,0,0,0,0,0,0,72.9488
"1992","TRW",0,0,0,0,0,0.1698,0.0189,0.0454,117.4405,0,0,0,0,0,117.6746
"1993","NTRW",17.7082,0,0,32.6671,41.6362,0,0,0,0,0,0,0,0,0,92.0115
"1993","TRW",0,0,0,0,0,0.0028,0.0255,0,126.8302,0,0,0,0,0,126.8585
"1994","NTRW",3.3898,0,0,22.8689,5.8827,0,0,0,0,0,0,0,0,0,32.1414
"1994","TRW",0,0,0,0,0,0.0463,0,0.0001,86.4918,0,0,0,0,0,86.5382
"1995","NTRW",1.9685,0,0,11.2282,27.2353,0,0,0,0,0,0,0,0,0,40.432
"1995","TRW",0,0,0,0,0,0.1294,0,0,124.717,0,0,0,0,0,124.8464
"1996","NTRW",4.3916,0,0,12.9103,32.0593,0,0,0,0,0,0,0,0,0,49.3612
"1996","TRW",0,0,0,0,0,0.1483,0,0,73.9112,0.0005,0,0,0,0,74.06
"1997","NTRW",3.7463,0,0,23.8138,38.645,0,0,0,0,0,0,0,0,0,66.2051
"1997","TRW",0,0,0,0,0,0.2389,0,0,76.3743,0,0,0,0,0,76.6132
"1998","NTRW",4.6868,0,0,13.2904,25.0484,0,0,0,0,0,0,0,0,0,43.0256
"1998","TRW",0,0,0,0,0,0.1487,0,0.0001,42.5768,0,0,0,0,0,42.7256
"1999","NTRW",1.3386,0,0,10.9963,48.8701,0,0,0,0,0,0,0,0,0,61.205
"1999","TRW",0,0,0,0,0,0.0854,0,0,9.908,0,0,0,0,0,9.9934
"2000","NTRW",0,0,0,0.5906,2.7236,0,0,0,0,0,0,0,0,0,3.3142
"2000","TRW",0,0,0,0,0,0,0,0,0,0.0083,0.3234,0,0,0,0.3317
"2001","NTRW",0,0,0,0.8556,4.653,0,0,0,0,0,0,0,0,0,5.5086
"2001","TRW",0,0,0,0,0,0,0,0,0,0.0184,0.685,0,0,0,0.7034
"2002","NTRW",0,0.0023,0,0.7584,0.4672,0,0,0,0,0,0,0,0,0,1.2279
"2002","TRW",0,0,0,0,0,0,0,0.0054,0,0.0495,0.3553,0,0,0,0.4102
"2003","NTRW",0,0.0155,0,0.014,1.2732,0,0,0,0,0,0,0,0,0,1.3027
"2003","TRW",0,0,0,0,0,0,0,0,0,0.0661,0.7348,0,0,0,0.8009
"2004","NTRW",0,0.0104,0,0,0.4582,0,0,0,0,0,0,0,0,0,0.4686
"2004","TRW",0,0,0,0,0,0.0032,0,0,0,0.025,0.1225,0,0,0,0.1507
"2005","NTRW",0,0,0,0,0.4885,0,0,0,0,0,0,0,0,0,0.4885
"2005","TRW",0,0,0,0,0,0.0086,0,0,0,0.0241,0.0041,0.0943,0,0,0.1311
"2006","NTRW",0,0,0,0,0.1936,0,0,0,0,0,0,0,0,0,0.1936
"2006","TRW",0,0,0,0,0,0.0557,0,0,0,0.0332,0.0054,0.1964,0,0,0.2907
"2007","NTRW",0,0,0,0.0023,0.3112,0,0,0,0,0,0,0,0,0,0.3135
"2007","TRW",0,0,0,0,0,0.0276,0,0,0,0.0399,0,0.0164,0,0,0.0839
"2008","NTRW",0,0,0,0,0.8292,0,0,0,0,0,0,0,0,0,0.8292
"2008","TRW",0,0,0,0,0,0.073,0,0,0,0.0477,0,0.0115,0,0,0.1322
"2009","NTRW",0,0.0104,0,0.0023,0.2997,0,0,0,0,0,0,0,0,0,0.3124
"2009","TRW",0,0,0,0,0,0,0,0,0,0.01,0,0.0565,0,0,0.0665
"2010","NTRW",0,0,0,0,0.7461,0,0,0,0,0,0,0,0,0,0.7461
"2010","TRW",0,0,0,0,0,0,0,0,0,0.0054,0,0.0059,0,0,0.0113
"2011","NTRW",0,0,0,0,0.2083,0,0,0,0,0,0,0,0,0,0.2083
"2011","TRW",0,0,0,0,0,0,0,0,0,0.0213,0,0.0082,0,0,0.0295
"2012","NTRW",0,0,0,0,0.3044,0,0,0,0,0,0,0,0,0,0.3044
"2012","TRW",0,0,0,0,0,0,0,0,0.0014,0.073,0,0.0202,0,0,0.0946
"2013","NTRW",0,0,0,0,0.2912,0,0,0,0,0,0,0,0,0,0.2912
"2013","TRW",0,0,0,0,0,0,0,0,0,0.0685,0.0014,0.0232,0,0,0.0931
"2014","NTRW",0,0,0,0.2785,0.1614,0,0,0,0,0,0,0,0,0,0.4399
"2014","TRW",0,0,0,0,0,0,0,0,0,0.1353,0,0.0191,0,0,0.1544
"2015","NTRW",0,0.0059,0,0,0.2472,0,0,0,0,0,0,0,0,0,0.2531
"2015","TRW",0,0,0,0,0,0,0,0,0,0.0879,0,0.0224,0,0,0.1103
"2016","NTRW",0,0.0036,0,0,0.083,0,0,0,0,0,0,0,0,0,0.0866
"2016","TRW",0,0,0,0,0,0,0,0,0,0.0435,0,0.0206,0,0,0.0641
"2017","NTRW",0,0.0018,0,0.0009,0.1941,0,0,0,0,0,0,0,0,0,0.1968
"2017","TRW",0,0,0,0,0,0.0028,0,0,0,0.13,0.0272,0.0459,0,0,0.2059
"2018","NTRW",0,0.0009,0,0,0.412,0,0,0,0,0,0,0,0,0,0.4129
"2018","TRW",0,0,0,0,0,0.0073,0,0,0,0.0862,0.0019,0.0589,0,0,0.1543
"2019","NTRW",0,0.0009,0,0.0062,0.4784,0,0,0,0,0,0,0,0,0,0.4855
"2019","TRW",0,0,0,0,0,0.1315,0,0,0,0.0624,0.1458,0.0861,0,0,0.4258
"2020","NTRW",0,0.0018,0,0,0.0024,0,0,0,0,0,0,0,0,0,0.0042
"2020","TRW",0,0,0,0,0,0.0185,0,0,0,0.0717,0.1165,0.0247,0,0,0.2314
"2021","NTRW",0,0.1057,0,0.0085,0.2917,0,0,0,0,0,0,0,0,0,0.4059
"2021","TRW",0,0,0,0,0,0.0311,0,0,0,0.036,0.1246,0.0538,0,0,0.2455
"2022","NTRW",0,0,0,0.0027,0.2372,0,0,0,0,0,0,0,0,0,0.2399
"2022","TRW",0,0,0,0,0,0.0359,0,0,0,0.1662,0.4289,0.108,0,0,0.739
"2023","NTRW",0,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0.0077
"2023","TRW",0,0,0,0,0,0.0182,0,0,0,0.1172,0.1461,0.0539,0,0,0.3354
"2024","NTRW",0.059,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0.0608
"2024","TRW",0,0,0,0,0,0.0296,0,0,0,0.0968,0.2306,0.0835,0,0,0.4405
