STLKEY,sample_code,fish_number,species_name,sample_month,sample_day,sample_year,project_code,data_type_code,fish_length,length_type_name,weight_gm,sex_name,maturity,tag_number,ovaries_number,best_age,age_1,age_2,age_3,age_readability_code
20081156,410129-R-08006,179,Yelloweye Rockfish,8,11,2008,IPHC,R,62,Fork length,4850,Female,1,NA,NA,63,71,63,NA,2
20081154,410129-R-08006,18,Yelloweye Rockfish,8,11,2008,IPHC,R,51,Fork length,2560,Female,1,NA,NA,33,34,33,NA,2
20081156,410129-R-08006,180,Yelloweye Rockfish,8,11,2008,IPHC,R,55,Fork length,2750,Male,1,NA,NA,43,44,43,NA,3
20081156,410129-R-08006,181,Yelloweye Rockfish,8,11,2008,IPHC,R,54,Fork length,2800,Male,1,NA,NA,33,39,33,NA,2
20081154,410129-R-08006,182,Yelloweye Rockfish,8,11,2008,IPHC,R,43,Fork length,1550,Female,1,NA,NA,26,36,26,NA,2
20081154,410129-R-08006,183,Yelloweye Rockfish,8,11,2008,IPHC,R,51,Fork length,2510,Male,1,NA,NA,33,38,33,NA,3
20081154,410129-R-08006,184,Yelloweye Rockfish,8,11,2008,IPHC,R,49,Fork length,2290,Male,1,NA,NA,25,28,25,NA,2
20081154,410129-R-08006,185,Yelloweye Rockfish,8,11,2008,IPHC,R,52,Fork length,2640,Female,1,NA,NA,32,42,32,NA,2
20081156,410129-R-08006,186,Yelloweye Rockfish,8,11,2008,IPHC,R,56,Fork length,3340,Male,1,NA,NA,28,28,29,NA,2
20081152,410129-R-08006,187,Yelloweye Rockfish,8,11,2008,IPHC,R,51,Fork length,2690,Male,1,NA,NA,25,32,25,NA,2
20081153,410129-R-08006,188,Yelloweye Rockfish,8,11,2008,IPHC,R,47,Fork length,1870,Female,1,NA,NA,29,32,29,NA,2
20081154,410129-R-08006,189,Yelloweye Rockfish,8,11,2008,IPHC,R,53,Fork length,3050,Female,1,NA,NA,38,54,38,NA,2
20081156,410129-R-08006,19,Yelloweye Rockfish,8,11,2008,IPHC,R,50,Fork length,2580,Female,1,NA,NA,31,35,31,NA,2
20081154,410129-R-08006,190,Yelloweye Rockfish,8,11,2008,IPHC,R,49,Fork length,2410,Male,1,NA,NA,24,33,24,NA,2
20081154,410129-R-08006,191,Yelloweye Rockfish,8,11,2008,IPHC,R,42,Fork length,1480,Male,1,NA,NA,20,20,NA,NA,2
20081155,410129-R-08006,192,Yelloweye Rockfish,8,11,2008,IPHC,R,59,Fork length,4460,Female,1,NA,NA,60,68,60,NA,2
20081156,410129-R-08006,193,Yelloweye Rockfish,8,11,2008,IPHC,R,66,Fork length,5220,Male,1,NA,NA,59,70,59,NA,2
20081155,410129-R-08006,194,Yelloweye Rockfish,8,11,2008,IPHC,R,61,Fork length,4320,Female,1,NA,NA,73,104,73,NA,2
20081158,410129-R-08006,195,Yelloweye Rockfish,8,11,2008,IPHC,R,59,Fork length,4260,Female,1,NA,NA,60,73,60,NA,2
20081154,410129-R-08006,196,Yelloweye Rockfish,8,11,2008,IPHC,R,55,Fork length,3650,Male,1,NA,NA,57,57,57,NA,2
20081154,410129-R-08006,197,Yelloweye Rockfish,8,11,2008,IPHC,R,47,Fork length,2220,Male,1,NA,NA,27,28,27,NA,2
20081153,410129-R-08006,198,Yelloweye Rockfish,8,11,2008,IPHC,R,52,Fork length,2590,Male,1,NA,NA,36,33,36,NA,2
20081154,410129-R-08006,199,Yelloweye Rockfish,8,11,2008,IPHC,R,49,Fork length,2160,Male,1,NA,NA,42,62,42,NA,3
20081154,410129-R-08006,2,Yelloweye Rockfish,8,11,2008,IPHC,R,40,Fork length,1120,Female,0,NA,NA,13,13,13,NA,2
20081153,410129-R-08006,20,Yelloweye Rockfish,8,11,2008,IPHC,R,50,Fork length,2330,Female,1,NA,NA,35,35,35,NA,2
20081156,410129-R-08006,200,Yelloweye Rockfish,8,11,2008,IPHC,R,60,Fork length,4500,Female,1,NA,NA,58,69,58,NA,2
20081153,410129-R-08006,201,Yelloweye Rockfish,8,11,2008,IPHC,R,57,Fork length,3420,Male,1,NA,NA,44,52,44,NA,2
20081157,410129-R-08006,202,Yelloweye Rockfish,8,11,2008,IPHC,R,60,Fork length,4100,Male,1,NA,NA,83,83,NA,NA,2
20081156,410129-R-08006,203,Yelloweye Rockfish,8,11,2008,IPHC,R,68,Fork length,NA,Unknown,NA,NA,NA,58,79,58,NA,2
20081156,410129-R-08006,204,Yelloweye Rockfish,8,11,2008,IPHC,R,53,Fork length,2710,Female,1,NA,NA,36,42,36,NA,2
20081156,410129-R-08006,205,Yelloweye Rockfish,8,11,2008,IPHC,R,66,Fork length,5750,Female,1,NA,NA,53,62,53,NA,2
20081152,410129-R-08006,206,Yelloweye Rockfish,8,11,2008,IPHC,R,50,Fork length,2360,Female,1,NA,NA,34,50,34,NA,2
20081157,410129-R-08006,207,Yelloweye Rockfish,8,11,2008,IPHC,R,46,Fork length,1770,Male,1,NA,NA,21,23,21,NA,2
20081152,410129-R-08006,208,Yelloweye Rockfish,8,11,2008,IPHC,R,57,Fork length,3410,Male,1,NA,NA,38,44,38,NA,2
20081156,410129-R-08006,209,Yelloweye Rockfish,8,11,2008,IPHC,R,42,Fork length,1570,Female,1,NA,NA,26,31,26,NA,2
20081152,410129-R-08006,21,Yelloweye Rockfish,8,11,2008,IPHC,R,48,Fork length,2660,Female,1,NA,NA,24,25,24,NA,2
20081156,410129-R-08006,210,Yelloweye Rockfish,8,11,2008,IPHC,R,63,Fork length,4700,Female,1,NA,NA,88,88,NA,NA,2
20081155,410129-R-08006,211,Yelloweye Rockfish,8,11,2008,IPHC,R,49,Fork length,2310,Male,1,NA,NA,34,34,29,NA,2
20081156,410129-R-08006,212,Yelloweye Rockfish,8,11,2008,IPHC,R,60,Fork length,4110,Male,1,NA,NA,37,58,37,NA,2
20081152,410129-R-08006,213,Yelloweye Rockfish,8,11,2008,IPHC,R,47,Fork length,2130,Male,1,NA,NA,30,28,30,NA,2
20081155,410129-R-08006,214,Yelloweye Rockfish,8,11,2008,IPHC,R,43,Fork length,1500,Female,1,NA,NA,23,26,23,NA,2
20081156,410129-R-08006,215,Yelloweye Rockfish,8,11,2008,IPHC,R,55,Fork length,2950,Female,1,NA,NA,31,42,31,NA,2
20081155,410129-R-08006,216,Yelloweye Rockfish,8,11,2008,IPHC,R,57,Fork length,3720,Female,1,NA,NA,50,68,50,NA,3
20081154,410129-R-08006,22,Yelloweye Rockfish,8,11,2008,IPHC,R,48,Fork length,2080,Female,1,NA,NA,30,31,30,NA,2
20081152,410129-R-08006,23,Yelloweye Rockfish,8,11,2008,IPHC,R,55,Fork length,3200,Male,1,NA,NA,61,62,61,NA,2
20081153,410129-R-08006,24,Yelloweye Rockfish,8,11,2008,IPHC,R,54,Fork length,3630,Male,1,NA,NA,49,53,49,NA,3
20081154,410129-R-08006,25,Yelloweye Rockfish,8,11,2008,IPHC,R,48,Fork length,2440,Male,1,NA,NA,24,26,24,NA,2
20081154,410129-R-08006,26,Yelloweye Rockfish,8,11,2008,IPHC,R,51,Fork length,2550,Male,1,NA,NA,22,22,22,NA,2
20081155,410129-R-08006,27,Yelloweye Rockfish,8,11,2008,IPHC,R,54,Fork length,3000,Female,1,NA,NA,34,34,34,NA,2
20081154,410129-R-08006,28,Yelloweye Rockfish,8,11,2008,IPHC,R,52,Fork length,2610,Male,1,NA,NA,27,27,NA,NA,2
20081156,410129-R-08006,29,Yelloweye Rockfish,8,11,2008,IPHC,R,46,Fork length,1890,Female,1,NA,NA,27,26,27,NA,2
20081154,410129-R-08006,3,Yelloweye Rockfish,8,11,2008,IPHC,R,44,Fork length,1700,Male,1,NA,NA,19,19,19,NA,2
20081154,410129-R-08006,30,Yelloweye Rockfish,8,11,2008,IPHC,R,56,Fork length,3330,Male,1,NA,NA,39,37,39,NA,2
20081154,410129-R-08006,31,Yelloweye Rockfish,8,11,2008,IPHC,R,49,Fork length,2440,Male,1,NA,NA,26,25,26,NA,2
20081155,410129-R-08006,32,Yelloweye Rockfish,8,11,2008,IPHC,R,53,Fork length,3140,Female,1,NA,NA,36,35,36,NA,2
20081153,410129-R-08006,33,Yelloweye Rockfish,8,11,2008,IPHC,R,60,Fork length,4160,Male,1,NA,NA,51,54,51,NA,2
20081154,410129-R-08006,34,Yelloweye Rockfish,8,11,2008,IPHC,R,46,Fork length,1960,Male,1,NA,NA,19,18,19,NA,2
20081157,410129-R-08006,35,Yelloweye Rockfish,8,11,2008,IPHC,R,58,Fork length,3910,Male,1,NA,NA,62,67,62,NA,2
20081156,410129-R-08006,36,Yelloweye Rockfish,8,11,2008,IPHC,R,51,Fork length,2490,Male,1,NA,NA,27,25,27,NA,2
20081155,410129-R-08006,37,Yelloweye Rockfish,8,11,2008,IPHC,R,48,Fork length,2420,Female,1,NA,NA,26,28,26,NA,2
20081154,410129-R-08006,38,Yelloweye Rockfish,8,11,2008,IPHC,R,52,Fork length,2480,Male,1,NA,NA,29,28,29,NA,2
20081156,410129-R-08006,39,Yelloweye Rockfish,8,11,2008,IPHC,R,51,Fork length,2580,Male,1,NA,NA,27,28,27,NA,2
20081156,410129-R-08006,4,Yelloweye Rockfish,8,11,2008,IPHC,R,65,Fork length,4970,Male,1,NA,NA,79,84,79,NA,2
20081154,410129-R-08006,40,Yelloweye Rockfish,8,11,2008,IPHC,R,49,Fork length,2600,Female,1,NA,NA,35,39,35,NA,2
20081155,410129-R-08006,41,Yelloweye Rockfish,8,11,2008,IPHC,R,51,Fork length,2570,Female,1,NA,NA,39,42,39,NA,2
20081157,410129-R-08006,42,Yelloweye Rockfish,8,11,2008,IPHC,R,53,Fork length,2870,Male,1,NA,NA,37,33,37,NA,3
20081154,410129-R-08006,43,Yelloweye Rockfish,8,11,2008,IPHC,R,53,Fork length,NA,Unknown,NA,NA,NA,27,26,27,NA,2
20081153,410129-R-08006,44,Yelloweye Rockfish,8,11,2008,IPHC,R,47,Fork length,2320,Female,1,NA,NA,40,47,40,NA,2
20081154,410129-R-08006,45,Yelloweye Rockfish,8,11,2008,IPHC,R,50,Fork length,2430,Female,1,NA,NA,31,31,31,NA,2
20081155,410129-R-08006,46,Yelloweye Rockfish,8,11,2008,IPHC,R,48,Fork length,2060,Female,1,NA,NA,24,25,24,NA,2
20081157,410129-R-08006,47,Yelloweye Rockfish,8,11,2008,IPHC,R,59,Fork length,3710,Female,1,NA,NA,62,63,62,NA,2
20081156,410129-R-08006,48,Yelloweye Rockfish,8,11,2008,IPHC,R,61,Fork length,3890,Male,1,NA,NA,33,31,33,NA,2
20081155,410129-R-08006,49,Yelloweye Rockfish,8,11,2008,IPHC,R,56,Fork length,3210,Female,1,NA,NA,57,60,57,NA,2
20081154,410129-R-08006,5,Yelloweye Rockfish,8,11,2008,IPHC,R,55,Fork length,3370,Female,1,NA,NA,34,38,34,NA,2
20081154,410129-R-08006,50,Yelloweye Rockfish,8,11,2008,IPHC,R,47,Fork length,1940,Male,1,NA,NA,27,27,27,NA,2
20081154,410129-R-08006,51,Yelloweye Rockfish,8,11,2008,IPHC,R,53,Fork length,2780,Male,1,NA,NA,27,28,27,NA,2
20081156,410129-R-08006,52,Yelloweye Rockfish,8,11,2008,IPHC,R,62,Fork length,4240,Male,1,NA,NA,37,37,37,NA,2
20081154,410129-R-08006,53,Yelloweye Rockfish,8,11,2008,IPHC,R,50,Fork length,NA,Unknown,NA,NA,NA,30,32,30,NA,2
20081156,410129-R-08006,54,Yelloweye Rockfish,8,11,2008,IPHC,R,52,Fork length,2630,Female,1,NA,NA,26,29,26,NA,2
20081158,410129-R-08006,55,Yelloweye Rockfish,8,11,2008,IPHC,R,56,Fork length,3340,Male,1,NA,NA,37,42,37,NA,2
20081156,410129-R-08006,56,Yelloweye Rockfish,8,11,2008,IPHC,R,58,Fork length,3970,Female,1,NA,NA,40,48,40,NA,2
20081155,410129-R-08006,57,Yelloweye Rockfish,8,11,2008,IPHC,R,50,Fork length,2360,Male,1,NA,NA,29,36,29,NA,2
20081154,410129-R-08006,58,Yelloweye Rockfish,8,11,2008,IPHC,R,51,Fork length,2330,Male,1,NA,NA,29,29,29,NA,2
20081158,410129-R-08006,59,Yelloweye Rockfish,8,11,2008,IPHC,R,48,Fork length,2100,Male,1,NA,NA,24,26,24,NA,3
20081155,410129-R-08006,6,Yelloweye Rockfish,8,11,2008,IPHC,R,53,Fork length,3480,Male,1,NA,NA,41,40,41,NA,2
20081157,410129-R-08006,60,Yelloweye Rockfish,8,11,2008,IPHC,R,54,Fork length,3300,Female,1,NA,NA,61,73,61,NA,2
20081159,410129-R-08006,61,Yelloweye Rockfish,8,11,2008,IPHC,R,50,Fork length,2440,Male,1,NA,NA,34,61,34,NA,2
20081154,410129-R-08006,62,Yelloweye Rockfish,8,11,2008,IPHC,R,43,Fork length,1540,Female,1,NA,NA,29,29,29,NA,2
20081157,410129-R-08006,63,Yelloweye Rockfish,8,11,2008,IPHC,R,60,Fork length,3840,Male,1,NA,NA,57,59,57,NA,2
20081153,410129-R-08006,64,Yelloweye Rockfish,8,11,2008,IPHC,R,50,Fork length,2450,Male,1,NA,NA,25,26,25,NA,2
20081156,410129-R-08006,65,Yelloweye Rockfish,8,11,2008,IPHC,R,51,Fork length,2510,Female,1,NA,NA,29,29,29,NA,2
20081156,410129-R-08006,66,Yelloweye Rockfish,8,11,2008,IPHC,R,50,Fork length,2330,Female,1,NA,NA,26,27,26,NA,2
20081155,410129-R-08006,67,Yelloweye Rockfish,8,11,2008,IPHC,R,55,Fork length,3470,Female,1,NA,NA,36,33,36,NA,2
20081154,410129-R-08006,68,Yelloweye Rockfish,8,11,2008,IPHC,R,55,Fork length,3330,Male,1,NA,NA,33,34,33,NA,2
20081158,410129-R-08006,69,Yelloweye Rockfish,8,11,2008,IPHC,R,57,Fork length,3530,Male,1,NA,NA,31,34,31,NA,2
20081155,410129-R-08006,7,Yelloweye Rockfish,8,11,2008,IPHC,R,46,Fork length,2210,Female,1,NA,NA,27,29,27,NA,2
20081156,410129-R-08006,70,Yelloweye Rockfish,8,11,2008,IPHC,R,48,Fork length,2500,Male,1,NA,NA,24,24,24,NA,2
20081156,410129-R-08006,71,Yelloweye Rockfish,8,11,2008,IPHC,R,53,Fork length,2970,Male,1,NA,NA,32,32,32,NA,2
20081152,410129-R-08006,72,Yelloweye Rockfish,8,11,2008,IPHC,R,55,Fork length,3730,Male,1,NA,NA,41,43,41,NA,2
20081156,410129-R-08006,73,Yelloweye Rockfish,8,11,2008,IPHC,R,50,Fork length,2190,Female,1,NA,NA,28,30,28,NA,2
20081156,410129-R-08006,74,Yelloweye Rockfish,8,11,2008,IPHC,R,61,Fork length,4270,Female,1,NA,NA,44,44,NA,NA,2
20081154,410129-R-08006,75,Yelloweye Rockfish,8,11,2008,IPHC,R,59,Fork length,3630,Male,1,NA,NA,36,33,36,NA,2
20081154,410129-R-08006,76,Yelloweye Rockfish,8,11,2008,IPHC,R,46,Fork length,1880,Female,1,NA,NA,26,26,26,NA,2
20081154,410129-R-08006,77,Yelloweye Rockfish,8,11,2008,IPHC,R,59,Fork length,4260,Male,1,NA,NA,57,57,NA,NA,2
20081156,410129-R-08006,78,Yelloweye Rockfish,8,11,2008,IPHC,R,66,Fork length,5800,Male,1,NA,NA,59,78,59,NA,2
20081156,410129-R-08006,79,Yelloweye Rockfish,8,11,2008,IPHC,R,49,Fork length,2710,Male,1,NA,NA,25,25,23,NA,2
20081154,410129-R-08006,8,Yelloweye Rockfish,8,11,2008,IPHC,R,54,Fork length,2990,Male,1,NA,NA,36,39,36,NA,2
20081158,410129-R-08006,80,Yelloweye Rockfish,8,11,2008,IPHC,R,63,Fork length,4630,Male,1,NA,NA,68,86,68,NA,2
20081154,410129-R-08006,81,Yelloweye Rockfish,8,11,2008,IPHC,R,48,Fork length,2350,Male,1,NA,NA,28,25,28,NA,2
20081156,410129-R-08006,82,Yelloweye Rockfish,8,11,2008,IPHC,R,54,Fork length,2870,Male,1,NA,NA,26,36,26,NA,3
20081156,410129-R-08006,83,Yelloweye Rockfish,8,11,2008,IPHC,R,59,Fork length,4080,Male,1,NA,NA,38,44,38,NA,3
20081157,410129-R-08006,84,Yelloweye Rockfish,8,11,2008,IPHC,R,54,Fork length,3110,Male,1,NA,NA,36,36,36,NA,2
20081155,410129-R-08006,85,Yelloweye Rockfish,8,11,2008,IPHC,R,47,Fork length,2070,Male,1,NA,NA,23,21,23,NA,2
20081153,410129-R-08006,86,Yelloweye Rockfish,8,11,2008,IPHC,R,61,Fork length,4400,Male,1,NA,NA,68,75,68,NA,2
20081155,410129-R-08006,87,Yelloweye Rockfish,8,11,2008,IPHC,R,61,Fork length,4470,Female,1,NA,NA,72,79,72,NA,2
20081154,410129-R-08006,88,Yelloweye Rockfish,8,11,2008,IPHC,R,47,Fork length,2040,Male,1,NA,NA,24,24,24,NA,2
20081153,410129-R-08006,89,Yelloweye Rockfish,8,11,2008,IPHC,R,56,Fork length,3560,Female,1,NA,NA,55,64,55,NA,2
20081154,410129-R-08006,9,Yelloweye Rockfish,8,11,2008,IPHC,R,53,Fork length,2770,Male,1,NA,NA,27,26,27,NA,2
20081157,410129-R-08006,90,Yelloweye Rockfish,8,11,2008,IPHC,R,46,Fork length,1880,Male,1,NA,NA,27,28,27,NA,2
20081154,410129-R-08006,91,Yelloweye Rockfish,8,11,2008,IPHC,R,48,Fork length,1960,Female,1,NA,NA,25,26,25,NA,2
20081154,410129-R-08006,92,Yelloweye Rockfish,8,11,2008,IPHC,R,49,Fork length,2150,Male,1,NA,NA,26,27,26,NA,2
20081154,410129-R-08006,93,Yelloweye Rockfish,8,11,2008,IPHC,R,38,Fork length,1230,Male,0,NA,NA,19,19,19,NA,2
20081156,410129-R-08006,94,Yelloweye Rockfish,8,11,2008,IPHC,R,50,Fork length,2650,Male,1,NA,NA,26,26,26,NA,2
20081156,410129-R-08006,95,Yelloweye Rockfish,8,11,2008,IPHC,R,55,Fork length,3860,Male,1,NA,NA,49,49,NA,NA,2
20081155,410129-R-08006,96,Yelloweye Rockfish,8,11,2008,IPHC,R,50,Fork length,2520,Male,1,NA,NA,28,31,28,NA,2
20081155,410129-R-08006,97,Yelloweye Rockfish,8,11,2008,IPHC,R,48,Fork length,2120,Female,1,NA,NA,33,31,33,NA,2
20081155,410129-R-08006,98,Yelloweye Rockfish,8,11,2008,IPHC,R,49,Fork length,2230,Male,1,NA,NA,27,28,27,NA,2
20081157,410129-R-08006,99,Yelloweye Rockfish,8,11,2008,IPHC,R,51,Fork length,2510,Female,1,NA,NA,36,36,36,NA,2
20081180,410129-R-08007,1,Yelloweye Rockfish,8,18,2008,IPHC,R,36,Fork length,NA,Unknown,NA,NA,NA,12,11,12,NA,2
20081181,410129-R-08007,2,Yelloweye Rockfish,8,18,2008,IPHC,R,39,Fork length,1500,Male,NA,NA,NA,13,12,13,NA,2
20081181,410129-R-08007,3,Yelloweye Rockfish,8,18,2008,IPHC,R,41,Fork length,NA,Unknown,NA,NA,NA,14,11,14,NA,2
20081170,410129-R-08008,1,Yelloweye Rockfish,8,18,2008,IPHC,R,45,Fork length,NA,,NA,NA,NA,21,21,21,NA,2
20081170,410129-R-08008,2,Yelloweye Rockfish,8,18,2008,IPHC,R,51,Fork length,NA,,NA,NA,NA,21,21,21,NA,2
20081169,410129-R-08008,3,Yelloweye Rockfish,8,18,2008,IPHC,R,63,Fork length,4990,Male,1,NA,NA,31,33,31,NA,2
20081170,410129-R-08008,4,Yelloweye Rockfish,8,18,2008,IPHC,R,55,Fork length,3440,Female,1,NA,NA,38,36,38,NA,2
20081169,410129-R-08008,5,Yelloweye Rockfish,8,18,2008,IPHC,R,62,Fork length,4970,Male,1,NA,NA,42,42,42,NA,2
20090424,410129-R-09001,1,Yelloweye Rockfish,7,10,2009,IPHC,R,55,Fork length,3340,Male,1,NA,NA,23,23,23,NA,2
20090424,410129-R-09001,2,Yelloweye Rockfish,7,10,2009,IPHC,R,56,Fork length,3105,Female,1,NA,NA,26,26,29,NA,2
20090432,410129-R-09002,1,Yelloweye Rockfish,7,10,2009,IPHC,R,59,Fork length,4270,Male,1,NA,NA,30,36,30,NA,2
20090447,410129-R-09002,10,Yelloweye Rockfish,7,10,2009,IPHC,R,57,Fork length,2945,Male,1,NA,NA,27,27,27,NA,2
20090436,410129-R-09002,100,Yelloweye Rockfish,7,10,2009,IPHC,R,49,Fork length,2130,Female,1,NA,NA,21,21,21,NA,2
20090438,410129-R-09002,101,Yelloweye Rockfish,7,10,2009,IPHC,R,55,Fork length,2940,Male,1,NA,NA,23,26,23,NA,2
20090443,410129-R-09002,102,Yelloweye Rockfish,7,10,2009,IPHC,R,55,Fork length,3340,Male,1,NA,NA,29,29,29,NA,2
20090438,410129-R-09002,103,Yelloweye Rockfish,7,10,2009,IPHC,R,48,Fork length,2225,Female,1,NA,NA,29,29,29,NA,2
20090441,410129-R-09002,104,Yelloweye Rockfish,7,10,2009,IPHC,R,56,Fork length,2940,Female,1,NA,NA,31,31,31,NA,2
20090445,410129-R-09002,105,Yelloweye Rockfish,7,10,2009,IPHC,R,56,Fork length,3220,Male,1,NA,NA,20,27,20,NA,2
20090438,410129-R-09002,11,Yelloweye Rockfish,7,10,2009,IPHC,R,49,Fork length,2270,Female,1,NA,NA,51,46,51,NA,2
20090439,410129-R-09002,12,Yelloweye Rockfish,7,10,2009,IPHC,R,58,Fork length,3380,Male,1,NA,NA,38,37,38,NA,3
20090438,410129-R-09002,13,Yelloweye Rockfish,7,10,2009,IPHC,R,65,Fork length,5370,Female,1,NA,NA,36,40,36,NA,2
20090446,410129-R-09002,14,Yelloweye Rockfish,7,10,2009,IPHC,R,67,Fork length,5435,Female,1,NA,NA,70,77,70,NA,2
20090446,410129-R-09002,15,Yelloweye Rockfish,7,10,2009,IPHC,R,62,Fork length,4425,Female,1,NA,NA,57,59,57,NA,2
20090447,410129-R-09002,16,Yelloweye Rockfish,7,10,2009,IPHC,R,66,Fork length,4855,Male,1,NA,NA,54,60,54,NA,3
20090446,410129-R-09002,17,Yelloweye Rockfish,7,10,2009,IPHC,R,55,Fork length,3015,Male,1,NA,NA,24,25,24,NA,2
20090445,410129-R-09002,18,Yelloweye Rockfish,7,10,2009,IPHC,R,58,Fork length,3295,Male,1,NA,NA,26,28,26,NA,2
20090438,410129-R-09002,19,Yelloweye Rockfish,7,10,2009,IPHC,R,38,Fork length,1040,Female,0,NA,NA,28,28,28,NA,2
20090441,410129-R-09002,2,Yelloweye Rockfish,7,10,2009,IPHC,R,63,Fork length,5030,Female,1,NA,NA,69,79,69,NA,2
20090438,410129-R-09002,20,Yelloweye Rockfish,7,10,2009,IPHC,R,50,Fork length,2460,Female,1,NA,NA,33,34,33,NA,2
20090446,410129-R-09002,21,Yelloweye Rockfish,7,10,2009,IPHC,R,65,Fork length,5285,Male,1,NA,NA,47,52,47,NA,2
20090435,410129-R-09002,22,Yelloweye Rockfish,7,10,2009,IPHC,R,58,Fork length,3740,Male,1,NA,NA,38,38,38,NA,2
20090446,410129-R-09002,23,Yelloweye Rockfish,7,10,2009,IPHC,R,57,Fork length,3165,Female,1,NA,NA,33,34,33,NA,2
20090439,410129-R-09002,24,Yelloweye Rockfish,7,10,2009,IPHC,R,58,Fork length,3310,Female,1,NA,NA,29,32,29,NA,2
20090447,410129-R-09002,25,Yelloweye Rockfish,7,10,2009,IPHC,R,56,Fork length,3550,Female,1,NA,NA,36,36,36,NA,2
20090446,410129-R-09002,26,Yelloweye Rockfish,7,10,2009,IPHC,R,65,Fork length,5150,Female,1,NA,NA,50,53,50,NA,2
20090445,410129-R-09002,27,Yelloweye Rockfish,7,10,2009,IPHC,R,63,Fork length,4645,Female,1,NA,NA,49,71,49,NA,2
20090445,410129-R-09002,28,Yelloweye Rockfish,7,10,2009,IPHC,R,62,Fork length,4625,Male,1,NA,NA,52,54,52,NA,2
20090438,410129-R-09002,29,Yelloweye Rockfish,7,10,2009,IPHC,R,64,Fork length,4440,Female,1,NA,NA,44,49,44,NA,2
20090435,410129-R-09002,3,Yelloweye Rockfish,7,10,2009,IPHC,R,49,Fork length,2100,Female,1,NA,NA,21,22,21,NA,2
20090435,410129-R-09002,30,Yelloweye Rockfish,7,10,2009,IPHC,R,55,Fork length,3030,Male,1,NA,NA,28,28,28,NA,2
20090441,410129-R-09002,31,Yelloweye Rockfish,7,10,2009,IPHC,R,61,Fork length,5020,Female,1,NA,NA,58,61,58,NA,2
20090447,410129-R-09002,32,Yelloweye Rockfish,7,10,2009,IPHC,R,66,Fork length,4875,Female,1,NA,NA,74,74,74,NA,2
20090435,410129-R-09002,33,Yelloweye Rockfish,7,10,2009,IPHC,R,58,Fork length,3235,Female,1,NA,NA,28,29,28,NA,2
20090447,410129-R-09002,34,Yelloweye Rockfish,7,10,2009,IPHC,R,53,Fork length,2860,Male,1,NA,NA,27,27,27,NA,2
20090446,410129-R-09002,35,Yelloweye Rockfish,7,10,2009,IPHC,R,54,Fork length,2950,Female,1,NA,NA,30,30,30,NA,2
20090439,410129-R-09002,36,Yelloweye Rockfish,7,10,2009,IPHC,R,49,Fork length,2125,Female,1,NA,NA,26,22,26,NA,2
20090446,410129-R-09002,37,Yelloweye Rockfish,7,10,2009,IPHC,R,60,Fork length,4025,Male,1,NA,NA,34,38,34,NA,2
20090446,410129-R-09002,38,Yelloweye Rockfish,7,10,2009,IPHC,R,54,Fork length,3020,Female,1,NA,NA,41,42,41,NA,2
20090446,410129-R-09002,39,Yelloweye Rockfish,7,10,2009,IPHC,R,59,Fork length,3670,Male,1,NA,NA,38,41,38,NA,2
20090438,410129-R-09002,4,Yelloweye Rockfish,7,10,2009,IPHC,R,63,Fork length,5230,Female,1,NA,NA,55,59,55,NA,2
20090435,410129-R-09002,40,Yelloweye Rockfish,7,10,2009,IPHC,R,57,Fork length,3290,Male,1,NA,NA,29,37,29,NA,3
20090447,410129-R-09002,41,Yelloweye Rockfish,7,10,2009,IPHC,R,59,Fork length,3495,Female,1,NA,NA,41,40,41,NA,2
20090446,410129-R-09002,42,Yelloweye Rockfish,7,10,2009,IPHC,R,55,Fork length,3170,Male,1,NA,NA,28,27,28,NA,2
20090445,410129-R-09002,43,Yelloweye Rockfish,7,10,2009,IPHC,R,67,Fork length,5625,Male,1,NA,NA,68,62,68,NA,2
20090447,410129-R-09002,44,Yelloweye Rockfish,7,10,2009,IPHC,R,63,Fork length,4630,Male,1,NA,NA,36,30,36,NA,2
20090447,410129-R-09002,45,Yelloweye Rockfish,7,10,2009,IPHC,R,54,Fork length,2525,Female,1,NA,NA,30,31,30,NA,2
20090448,410129-R-09002,46,Yelloweye Rockfish,7,10,2009,IPHC,R,63,Fork length,4375,Female,1,NA,NA,85,101,85,NA,2
20090447,410129-R-09002,47,Yelloweye Rockfish,7,10,2009,IPHC,R,56,Fork length,2825,Male,1,NA,NA,28,26,28,NA,2
20090444,410129-R-09002,48,Yelloweye Rockfish,7,10,2009,IPHC,R,68,Fork length,5525,Female,1,NA,NA,56,55,56,NA,2
20090446,410129-R-09002,49,Yelloweye Rockfish,7,10,2009,IPHC,R,63,Fork length,4775,Female,1,NA,NA,56,59,56,NA,2
20090439,410129-R-09002,5,Yelloweye Rockfish,7,10,2009,IPHC,R,54,Fork length,3040,Male,1,NA,NA,26,30,26,NA,2
20090447,410129-R-09002,50,Yelloweye Rockfish,7,10,2009,IPHC,R,62,Fork length,4200,Male,1,NA,NA,36,39,36,NA,2
20090436,410129-R-09002,51,Yelloweye Rockfish,7,10,2009,IPHC,R,48,Fork length,2310,Male,1,NA,NA,21,23,21,NA,2
20090439,410129-R-09002,52,Yelloweye Rockfish,7,10,2009,IPHC,R,51,Fork length,2540,Female,1,NA,NA,27,31,27,NA,2
