RecFIN Year,RecFIN Month,RecFIN Week,Agency,District Name,RecFIN Mode Name,RecFIN Water_Area Name,RecFIN Subregion Name,RecFIN Trip Type Name,Species Name,Retained (# fish),Retained (mt),Released Alive (# fish),Released Alive (mt),Released Dead (# fish),Released Dead (mt),Total Mortality (# fish),Total Mortality (mt)
2012,9,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,2.69,0.008,1.72,0.005,1.72,0.005
2012,10,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,2.45,0.007,4.4,0.013,4.4,0.013
2012,3,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,26.271,0.082,33.069,0.103,33.069,0.103
2012,4,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,3.492,0.011,2.949,0.009,2.949,0.009
2012,4,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,15.192,0.047,14.718,0.046,14.718,0.046
2012,5,20,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,2.53,0.008,6.72,0.021,6.72,0.021
2012,5,20,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,1.98,0.006,42.103,0.131,339.524,1.057,341.504,1.063
2012,5,21,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,1.73,0.005,22.271,0.069,234.399,0.729,236.129,0.735
2012,5,21,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,4.4,0.014,10.6,0.033,10.6,0.033
2012,5,23,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,4,0.012,4,0.012
2012,5,23,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,13.056,0.041,82.964,0.258,82.964,0.258
2012,5,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,12.67,0.039,12.33,0.038,12.33,0.038
2012,5,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,2.13,0.007,61.772,0.192,90.388,0.281,92.518,0.288
2012,6,23,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,5.192,0.016,108.718,0.337,108.718,0.337
2012,6,23,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,9,0.028,9,0.028
2012,6,25,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,8.136,0.025,23.254,0.072,23.254,0.072
2012,6,25,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,7,0.022,7,0.022
2012,6,26,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,1.95,0.006,0.55,0.002,0.55,0.002
2012,6,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,2.27,0.007,7.038,0.022,17.792,0.055,20.062,0.062
2012,7,28,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,27.694,0.085,16.786,0.052,16.786,0.052
2012,7,29,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,2.471,0.008,1.859,0.006,1.859,0.006
2012,7,29,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,2.672,0.008,1.708,0.005,1.708,0.005
2012,7,30,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,4.904,0.015,3.136,0.01,3.136,0.01
2012,7,30,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,2,0.006,2,0.006
2012,7,31,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,12.02,0.037,13.389,0.041,7.891,0.024,19.911,0.061
2012,7,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,1.365,0.004,0.385,0.001,0.385,0.001
2012,7,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,28.389,0.087,22.321,0.069,22.321,0.069
2012,8,32,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,9.61,0.029,7.691,0.023,7.691,0.023
2012,8,33,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,8.983,0.027,3.297,0.01,3.297,0.01
2012,8,34,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,2.05,0.006,2.05,0.006
2012,8,35,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,1.482,0.004,0.948,0.003,0.948,0.003
2012,8,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,12.85,0.039,39.466,0.12,18.104,0.055,30.954,0.094
2012,9,36,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,5.72,0.017,5.271,0.016,1.929,0.006,7.649,0.023
2012,9,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,15.849,0.048,9.171,0.028,9.171,0.028
2012,4,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0.44,0.001,0.56,0.002,0.56,0.002
2012,5,20,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,1.15,0.004,1.15,0.004
2012,5,20,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,2,0.006,2,0.006
2012,5,21,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,3.6,0.011,3.6,0.011
2012,5,-,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,2.145,0.007,1.725,0.005,1.725,0.005
2012,6,24,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,2.886,0.009,3.674,0.011,3.674,0.011
2012,6,25,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,2.44,0.008,1.56,0.005,1.56,0.005
2012,6,27,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,6.47,0.02,6.47,0.02
2012,6,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,2,0.006,6.6,0.02,8.4,0.026,10.4,0.032
2012,7,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,1,0.003,0.44,0.001,0.56,0.002,1.56,0.005
2013,3,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,7.355,0.022,8.075,0.024,8.075,0.024
2013,4,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,24.209,0.073,22.632,0.069,22.632,0.069
2013,5,18,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,5.482,0.017,21.928,0.066,21.928,0.066
2013,5,18,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,12.729,0.039,21.991,0.067,21.991,0.067
2013,5,19,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,1.428,0.004,2.492,0.008,2.492,0.008
2013,5,19,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,1.98,0.006,2.52,0.008,2.52,0.008
2013,5,20,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0.884,0.003,1.646,0.005,1.646,0.005
2013,5,20,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,9.94,0.03,9.94,0.03
2013,5,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,4.843,0.015,6.807,0.021,6.807,0.021
2013,6,24,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,1.056,0.003,1.344,0.004,1.344,0.004
2013,6,25,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,4.137,0.013,3.403,0.01,3.403,0.01
2013,6,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0.527,0.002,0.643,0.002,0.643,0.002
2013,6,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,21.006,0.064,25.604,0.078,25.604,0.078
2013,7,27,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,4,0.012,4,0.012
2013,7,30,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,4.84,0.015,13.04,0.039,13.04,0.039
2013,7,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,5.514,0.017,10.086,0.031,10.086,0.031
2013,8,31,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,1.22,0.004,12.41,0.038,12.41,0.038
2013,8,32,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,7.468,0.023,2.712,0.008,2.712,0.008
2013,8,33,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,1.848,0.006,1.182,0.004,1.182,0.004
2013,8,35,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,1.382,0.004,1.758,0.005,1.758,0.005
2013,8,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,17.32,0.052,10.9,0.033,10.9,0.033
2013,9,37,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,1.56,0.005,1.56,0.005
2013,9,37,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,15.18,0.046,15.18,0.046
2013,9,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0,0,11.9,0.036,11.9,0.036
2013,10,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0.793,0.002,0.507,0.002,0.507,0.002
2013,10,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0,0,1,0.003,1,0.003
2013,3,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,17.918,0.054,40.132,0.122,40.132,0.122
2013,4,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,15.198,0.046,18.062,0.055,18.062,0.055
2013,4,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,0,0,1.33,0.004,1.33,0.004
2013,5,19,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,5.283,0.016,2.207,0.007,2.207,0.007
2013,5,19,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,2.222,0.007,9.778,0.03,9.778,0.03
2013,5,19,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,5.33,0.016,72.268,0.219,214.222,0.649,219.552,0.665
2013,5,20,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,0.61,0.002,0.39,0.001,0.39,0.001
2013,5,20,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,2.63,0.008,55.986,0.17,127.413,0.386,130.043,0.394
2013,5,20,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,15,0.045,15,0.045
2013,5,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,1.56,0.005,0.44,0.001,0.44,0.001
2013,5,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,47.58,0.144,32.9,0.1,32.9,0.1
2013,6,25,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,2.385,0.007,1.525,0.005,1.525,0.005
2013,6,26,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,9.077,0.027,3.983,0.012,3.983,0.012
2013,6,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,4.679,0.014,2.991,0.009,2.991,0.009
2013,6,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,3.67,0.011,29.656,0.09,15.725,0.048,19.395,0.059
2013,7,27,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,5.325,0.016,3.405,0.01,3.405,0.01
2013,7,28,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,17.543,0.053,8.967,0.027,8.967,0.027
2013,7,28,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,1.83,0.006,1.17,0.004,1.17,0.004
2013,7,30,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,8.994,0.027,5.006,0.015,5.006,0.015
2013,7,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,4.13,0.013,2.64,0.008,2.64,0.008
2013,8,31,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,1.818,0.006,1.162,0.004,1.162,0.004
2013,8,32,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,8.326,0.025,4.334,0.013,4.334,0.013
2013,8,33,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,8.415,0.025,4.076,0.012,4.076,0.012
2013,8,34,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,13.32,0.04,7.68,0.023,7.68,0.023
2013,8,35,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,3.193,0.01,1.367,0.004,1.367,0.004
2013,8,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,17.122,0.052,8.149,0.025,8.149,0.025
2013,8,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,1.116,0.003,0.714,0.002,0.714,0.002
2013,9,36,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,2.005,0.006,0.565,0.002,0.565,0.002
2013,9,37,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,1.56,0.005,0.44,0.001,0.44,0.001
2013,9,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,1,0.003,1.421,0.004,0.909,0.003,1.909,0.006
2013,10,40,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,0.982,0.003,0.628,0.002,0.628,0.002
2013,10,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,0.78,0.002,0.22,0.001,0.22,0.001
2013,10,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,0,0,1.28,0.004,1.28,0.004
2013,5,18,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,1,0.003,1,0.003
2013,5,19,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,1,0.003,1,0.003
2013,5,-,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,1.074,0.003,0.686,0.002,0.686,0.002
2013,5,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,15.04,0.046,12.96,0.039,12.96,0.039
2013,6,26,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,2.54,0.008,0,0,0,0,2.54,0.008
2013,6,-,W,Wa Southern Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,4.044,0.012,2.586,0.008,2.586,0.008
2013,7,27,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,2.34,0.007,0.66,0.002,0.66,0.002
2013,7,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0,0,4.33,0.013,4.33,0.013
2013,8,33,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,1.67,0.005,1.67,0.005
2013,8,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,16.218,0.049,6.222,0.019,6.222,0.019
2013,9,37,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,5.72,0.017,7.28,0.022,7.28,0.022
2013,9,-,W,Wa Southern Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,1.008,0.003,1.282,0.004,1.282,0.004
2014,4,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,5.96,0.018,7.04,0.021,7.04,0.021
2014,5,19,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,2.614,0.008,11.466,0.035,11.466,0.035
2014,5,19,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,2.226,0.007,2.014,0.006,2.014,0.006
2014,5,20,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,5.45,0.016,15.572,0.047,19.818,0.06,25.268,0.076
2014,5,20,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,16.81,0.051,16.81,0.051
2014,5,22,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,2.001,0.006,1.279,0.004,1.279,0.004
2014,5,-,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,0.714,0.002,0.456,0.001,0.456,0.001
2014,5,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,21.999,0.066,19.621,0.059,19.621,0.059
2014,6,23,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,2.5,0.008,2.5,0.008
2014,6,24,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,2.785,0.008,3.545,0.011,3.545,0.011
2014,6,25,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,22.28,0.067,22.28,0.067
2014,6,25,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,1.288,0.004,13.102,0.039,13.102,0.039
2014,6,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,21.128,0.064,25.132,0.076,25.132,0.076
2014,7,27,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,2.64,0.008,3.36,0.01,3.36,0.01
2014,7,28,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,2.147,0.006,1.373,0.004,1.373,0.004
2014,7,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,12.024,0.036,11.366,0.034,11.366,0.034
2014,8,34,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,1.8,0.005,1.8,0.005
2014,8,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,6.959,0.021,6.501,0.02,6.501,0.02
2014,9,36,W,Wa Central Coast,Private/Rental Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,10.553,0.032,6.747,0.02,6.747,0.02
2014,9,37,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0.769,0.002,0.491,0.001,0.491,0.001
2014,9,38,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Salmon,Yelloweye Rockfish,0,0,0.88,0.003,1.12,0.003,1.12,0.003
2014,9,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,12.083,0.036,10.997,0.033,10.997,0.033
2014,10,-,W,Wa Central Coast,Party/Charter Boats,Ocean,Southern Washington,Bottomfish,Yelloweye Rockfish,0,0,1.623,0.005,1.037,0.003,1.037,0.003
2014,3,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,12.454,0.038,15.746,0.048,15.746,0.048
2014,4,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,2.092,0.006,11.908,0.036,11.908,0.036
2014,4,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,1.14,0.003,2.389,0.007,7.041,0.021,8.181,0.025
2014,5,20,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,3.69,0.011,85.123,0.256,424.319,1.278,428.009,1.289
2014,5,20,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,13,0.039,13,0.039
2014,5,21,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,0,0,32,0.096,32,0.096
2014,5,21,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,17.222,0.052,10.468,0.032,10.468,0.032
2014,5,21,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Halibut,Yelloweye Rockfish,0,0,46.882,0.141,143.958,0.433,143.958,0.433
2014,5,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,7.08,0.021,26.329,0.079,11.991,0.036,19.071,0.057
2014,5,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,1.75,0.005,0,0,0,0,1.75,0.005
2014,6,23,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,1.013,0.003,0.647,0.002,0.647,0.002
2014,6,24,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,1.696,0.005,1.084,0.003,1.084,0.003
2014,6,25,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,0,0,1,0.003,1,0.003
2014,6,25,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,1.56,0.005,0.44,0.001,0.44,0.001
2014,6,26,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,6.965,0.021,1.965,0.006,1.965,0.006
2014,6,-,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,9.497,0.029,4.923,0.015,4.923,0.015
2014,6,-,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Bottomfish,Yelloweye Rockfish,0,0,1.975,0.006,0.775,0.002,0.775,0.002
2014,7,27,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,2.44,0.007,15.128,0.046,9.672,0.029,12.112,0.036
2014,7,27,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,4.88,0.015,3.12,0.009,3.12,0.009
2014,7,28,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,0.88,0.003,1.12,0.003,1.12,0.003
2014,7,28,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,21.822,0.066,13.908,0.042,13.908,0.042
2014,7,29,W,Wa Northern Coast,Party/Charter Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,1.303,0.004,0.367,0.001,0.367,0.001
2014,7,29,W,Wa Northern Coast,Private/Rental Boats,Ocean,Northern Washington,Salmon,Yelloweye Rockfish,0,0,11.61,0.035,4.26,0.013,4.26,0.013
